Airline,Source,Destination,Total_Stops,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Duration_hours,Duration_mins,Arrival_hour,Arrival_min,Price
Jet Airways,Delhi,Cochin,2,12,6,19,30,17,5,12,35,10368
SpiceJet,Chennai,Kolkata,0,21,3,9,30,2,35,12,5,3384
Air India,Kolkata,Banglore,1,24,3,12,0,25,40,13,40,7742
IndiGo,Delhi,Cochin,1,9,6,2,0,5,45,7,45,6386
Jet Airways,Banglore,Delhi,0,6,6,18,55,3,5,22,0,7229
Air India,Kolkata,Banglore,1,6,5,9,25,9,5,18,30,8891
Multiple carriers,Delhi,Cochin,1,1,6,13,0,8,0,21,0,13587
IndiGo,Delhi,Cochin,1,27,3,7,30,5,50,13,20,8227
Air India,Kolkata,Banglore,2,1,4,9,50,13,25,23,15,12125
SpiceJet,Kolkata,Banglore,0,15,6,22,20,2,20,0,40,3873
Multiple carriers,Delhi,Cochin,1,12,6,16,0,9,30,1,30,13377
Jet Airways,Kolkata,Banglore,1,12,5,20,25,27,10,23,35,10953
SpiceJet,Kolkata,Banglore,0,9,3,6,55,2,40,9,35,4622
Jet Airways,Kolkata,Banglore,1,24,3,13,55,20,10,10,5,14231
Jet Airways,Delhi,Cochin,1,24,6,21,50,21,10,19,0,10262
IndiGo,Banglore,Delhi,0,15,4,22,10,2,50,1,0,3943
Vistara,Kolkata,Banglore,1,12,5,20,20,24,0,20,20,8610
Multiple carriers,Delhi,Cochin,1,21,3,7,5,15,15,22,20,6717
Multiple carriers,Delhi,Cochin,1,24,6,8,30,10,30,19,0,10877
IndiGo,Kolkata,Banglore,1,1,5,15,15,4,50,20,5,4775
Jet Airways,Kolkata,Banglore,1,9,6,16,30,6,5,22,35,14571
SpiceJet,Banglore,New_Delhi,0,24,3,9,35,2,55,12,30,6205
Jet Airways,Kolkata,Banglore,1,18,5,20,25,21,35,18,0,14151
Multiple carriers,Delhi,Cochin,1,27,3,11,40,9,20,21,0,6637
Air India,Banglore,New_Delhi,2,3,3,7,30,27,20,10,50,12074
IndiGo,Kolkata,Banglore,0,21,6,11,30,2,35,14,5,4804
IndiGo,Kolkata,Banglore,1,6,5,21,0,5,15,2,15,7252
IndiGo,Delhi,Cochin,1,3,6,7,35,4,35,12,10,6069
Jet Airways,Delhi,Cochin,1,9,5,11,30,7,30,19,0,15554
IndiGo,Chennai,Kolkata,0,18,5,15,40,2,45,18,25,3850
Air India,Delhi,Cochin,2,18,5,18,45,24,30,19,15,12940
SpiceJet,Kolkata,Banglore,1,1,5,11,15,7,15,18,30,8844
Jet Airways,Delhi,Cochin,1,12,6,7,5,11,55,19,0,15190
Jet Airways,Banglore,New_Delhi,1,15,3,8,0,8,10,16,10,9134
Jet Airways,Delhi,Cochin,1,9,4,20,55,15,40,12,35,11822
Multiple carriers,Delhi,Cochin,1,9,5,15,0,10,30,1,30,15078
SpiceJet,Mumbai,Hyderabad,0,1,3,22,45,1,25,0,10,11005
IndiGo,Delhi,Cochin,1,21,3,15,0,10,35,1,35,7006
IndiGo,Banglore,New_Delhi,1,9,3,16,55,4,55,21,50,4259
Air India,Delhi,Cochin,2,9,3,21,30,21,45,19,15,11762
Jet Airways,Banglore,New_Delhi,1,24,3,8,55,24,5,9,0,8147
SpiceJet,Kolkata,Banglore,0,27,5,6,55,2,35,9,30,3841
IndiGo,Kolkata,Banglore,0,3,4,17,15,2,35,19,50,4174
Jet Airways,Delhi,Cochin,1,27,5,17,30,10,55,4,25,12898
SpiceJet,Delhi,Cochin,1,6,6,15,45,6,20,22,5,5583
Jet Airways,Delhi,Cochin,1,6,6,11,30,7,30,19,0,10262
Jet Airways,Banglore,Delhi,0,6,5,6,0,2,45,8,45,7229
Jet Airways,Delhi,Cochin,2,21,5,5,30,22,55,4,25,15129
Vistara,Banglore,Delhi,0,9,6,21,0,2,50,23,50,4668
IndiGo,Banglore,Delhi,0,18,4,18,25,2,55,21,20,4990
IndiGo,Kolkata,Banglore,0,24,3,22,10,2,45,0,55,6985
IndiGo,Banglore,Delhi,0,3,4,16,55,3,0,19,55,4823
Vistara,Kolkata,Banglore,1,18,5,7,10,11,40,18,50,9345
Jet Airways,Kolkata,Banglore,1,15,5,14,5,26,15,16,20,10844
Jet Airways,Delhi,Cochin,2,9,5,9,35,27,0,12,35,14657
IndiGo,Delhi,Cochin,1,3,6,5,5,11,5,16,10,6818
Air India,Delhi,Cochin,2,15,5,5,55,25,45,7,40,11543
SpiceJet,Mumbai,Hyderabad,0,24,3,22,45,1,25,0,10,2175
Jet Airways,Kolkata,Banglore,1,6,6,18,55,21,25,16,20,10844
Jet Airways,Mumbai,Hyderabad,0,1,4,7,5,1,25,8,30,8040
Jet Airways,Kolkata,Banglore,1,6,6,8,25,12,20,20,45,14571
Jet Airways,Kolkata,Banglore,1,9,6,6,30,5,30,12,0,14571
Jet Airways,Delhi,Cochin,1,21,5,16,0,20,35,12,35,12898
Multiple carriers,Delhi,Cochin,1,12,6,10,0,9,15,19,15,14848
Multiple carriers,Delhi,Cochin,1,18,5,19,0,6,30,1,30,8283
Jet Airways,Banglore,Delhi,0,21,4,15,15,2,55,18,10,7229
Multiple carriers,Delhi,Cochin,1,18,5,11,40,13,50,1,30,8405
Jet Airways,Delhi,Cochin,2,3,3,5,40,22,45,4,25,19266
Air India,Delhi,Cochin,1,6,3,17,40,14,35,8,15,11038
Jet Airways,Banglore,Delhi,0,12,6,18,55,3,5,22,0,8016
SpiceJet,Chennai,Kolkata,0,21,3,17,45,2,20,20,5,3384
IndiGo,Delhi,Cochin,1,9,4,18,35,6,55,1,30,6573
Jet Airways,Delhi,Cochin,2,24,6,23,5,19,55,19,0,12819
Jet Airways,Delhi,Cochin,2,21,5,9,40,18,45,4,25,15129
IndiGo,Banglore,Delhi,0,27,6,23,30,2,50,2,20,3943
Jet Airways,Banglore,New_Delhi,1,24,3,22,50,13,25,12,15,7832
IndiGo,Banglore,New_Delhi,0,24,3,7,10,2,55,10,5,6860
IndiGo,Banglore,Delhi,0,12,5,18,25,2,55,21,20,4823
Air India,Banglore,Delhi,0,6,5,17,0,2,45,19,45,5228
Jet Airways,Kolkata,Banglore,1,1,4,14,5,5,45,19,50,13364
Jet Airways,Banglore,New_Delhi,1,18,3,16,55,14,45,7,40,13555
IndiGo,Chennai,Kolkata,0,6,3,22,5,2,20,0,25,5277
Air India,Kolkata,Banglore,2,12,5,7,0,18,20,1,20,13243
Multiple carriers,Delhi,Cochin,1,9,5,6,0,13,0,19,0,9794
Jet Airways,Banglore,Delhi,0,6,6,6,0,2,45,8,45,8016
Multiple carriers,Delhi,Cochin,1,1,6,17,30,8,0,1,30,13377
Jet Airways,Kolkata,Banglore,1,9,6,17,0,29,5,22,5,12692
Air India,Kolkata,Banglore,2,6,6,8,20,10,10,18,30,10697
SpiceJet,Chennai,Kolkata,0,27,3,9,30,2,35,12,5,3384
IndiGo,Delhi,Cochin,1,9,5,6,50,15,40,22,30,6734
Jet Airways,Kolkata,Banglore,1,6,6,20,0,13,20,9,20,10844
Air India,Banglore,Delhi,0,24,5,21,5,2,50,23,55,5228
Air India,Kolkata,Banglore,1,24,5,9,25,25,45,11,10,8891
IndiGo,Chennai,Kolkata,0,27,3,7,55,2,20,10,15,3384
Multiple carriers,Delhi,Cochin,1,3,3,8,0,13,0,21,0,17057
IndiGo,Kolkata,Banglore,1,3,4,19,20,4,25,23,45,3480
SpiceJet,Banglore,Delhi,0,3,5,9,30,2,50,12,20,4423
Jet Airways,Kolkata,Banglore,1,9,6,6,30,22,10,4,40,14178
SpiceJet,Delhi,Cochin,1,24,6,8,45,4,30,13,15,4760
Jet Airways,Kolkata,Banglore,1,1,4,20,25,13,20,9,45,14151
Jet Airways,Kolkata,Banglore,1,1,4,20,0,20,20,16,20,12681
Jet Airways,Delhi,Cochin,0,3,4,11,0,3,15,14,15,4886
Air Asia,Kolkata,Banglore,0,21,6,10,20,2,35,12,55,3807
IndiGo,Kolkata,Banglore,0,18,5,4,40,2,35,7,15,4804
IndiGo,Banglore,New_Delhi,1,9,3,7,30,4,50,12,20,5694
Multiple carriers,Delhi,Cochin,1,24,5,9,0,10,0,19,0,10197
IndiGo,Banglore,Delhi,0,15,6,23,30,2,50,2,20,4077
Jet Airways,Kolkata,Banglore,1,1,5,6,30,11,45,18,15,14781
IndiGo,Kolkata,Banglore,0,9,5,11,30,2,35,14,5,5224
IndiGo,Kolkata,Banglore,0,24,4,21,25,2,40,0,5,4804
Jet Airways,Kolkata,Banglore,1,21,5,6,30,22,10,4,40,8586
Air India,Kolkata,Banglore,1,21,5,12,0,25,15,13,15,7662
Jet Airways,Delhi,Cochin,1,3,3,9,55,8,55,18,50,18550
Vistara,Kolkata,Banglore,1,12,6,17,0,6,25,23,25,8610
Jet Airways,Banglore,Delhi,0,1,5,7,10,3,0,10,10,7229
Air India,Kolkata,Banglore,2,6,6,10,0,19,25,5,25,12009
Jet Airways,Kolkata,Banglore,1,18,5,17,0,28,5,21,5,14151
Air India,Delhi,Cochin,0,9,4,5,10,2,50,8,0,4729
Air India,Delhi,Cochin,0,3,3,5,10,2,50,8,0,7931
Jet Airways,Delhi,Cochin,1,21,5,11,30,25,5,12,35,12898
Jet Airways,Delhi,Cochin,1,9,3,6,50,21,35,4,25,16289
Jet Airways,Delhi,Cochin,2,3,6,21,25,21,35,19,0,13292
Multiple carriers,Delhi,Cochin,1,27,5,8,0,13,0,21,0,7618
Multiple carriers,Delhi,Cochin,1,15,6,18,15,7,15,1,30,13377
Air Asia,Kolkata,Banglore,1,12,6,7,35,15,55,23,30,5192
Multiple carriers,Delhi,Cochin,1,24,6,11,40,7,35,19,15,7268
Jet Airways,Kolkata,Banglore,1,24,5,20,25,13,20,9,45,12384
IndiGo,Banglore,New_Delhi,0,15,3,4,0,2,50,6,50,5694
Jet Airways,Banglore,New_Delhi,2,18,3,8,55,7,0,15,55,16338
Multiple carriers,Delhi,Cochin,1,6,6,13,0,12,30,1,30,7198
Jet Airways,Delhi,Cochin,1,21,3,8,0,10,50,18,50,6540
Jet Airways,Mumbai,Hyderabad,0,3,6,19,35,1,30,21,5,3210
SpiceJet,Kolkata,Banglore,0,18,6,6,55,2,35,9,30,3873
Air Asia,Banglore,Delhi,0,21,4,11,10,2,45,13,55,4483
Air Asia,Delhi,Cochin,1,15,5,16,45,5,40,22,25,6752
IndiGo,Banglore,Delhi,0,12,4,7,10,2,55,10,5,4823
Air India,Kolkata,Banglore,1,6,5,20,30,12,25,8,55,10203
SpiceJet,Kolkata,Banglore,0,18,5,22,20,2,20,0,40,3873
SpiceJet,Mumbai,Hyderabad,0,27,3,13,10,1,20,14,30,2017
Jet Airways,Kolkata,Banglore,1,6,6,8,25,20,15,4,40,8586
Jet Airways,Banglore,New_Delhi,1,1,3,22,50,11,35,10,25,31825
Air India,Kolkata,Banglore,2,15,5,10,0,27,45,13,45,16057
Jet Airways,Delhi,Cochin,1,6,6,2,15,26,10,4,25,10262
IndiGo,Delhi,Cochin,1,1,6,20,25,5,5,1,30,6593
SpiceJet,Banglore,Delhi,0,24,6,21,10,2,55,0,5,3971
Jet Airways,Delhi,Cochin,1,9,3,19,15,23,35,18,50,16289
Jet Airways,Kolkata,Banglore,1,1,5,9,35,24,10,9,45,9314
Jet Airways,Banglore,Delhi,0,21,5,17,45,3,0,20,45,4030
Multiple carriers,Delhi,Cochin,1,12,6,14,0,7,0,21,0,13587
Jet Airways,Kolkata,Banglore,1,1,5,20,25,21,35,18,0,9314
Air Asia,Delhi,Cochin,1,15,6,20,45,10,25,7,10,6253
Air Asia,Kolkata,Banglore,1,15,4,7,35,15,55,23,30,5192
Air India,Kolkata,Banglore,2,1,5,9,25,28,20,13,45,16372
Vistara,Banglore,Delhi,0,24,4,11,30,2,50,14,20,5403
Multiple carriers,Delhi,Cochin,1,27,3,11,30,7,20,18,50,11200
IndiGo,Chennai,Kolkata,0,12,6,11,35,2,25,14,0,3858
IndiGo,Kolkata,Banglore,0,6,4,15,30,2,35,18,5,4174
Air India,Delhi,Cochin,0,27,4,18,5,3,5,21,10,5411
IndiGo,Mumbai,Hyderabad,0,15,5,16,55,1,30,18,25,3175
IndiGo,Chennai,Kolkata,0,24,5,14,45,2,20,17,5,3858
Jet Airways,Kolkata,Banglore,1,1,5,20,0,8,40,4,40,13941
Air India,Delhi,Cochin,2,15,6,13,15,30,0,19,15,12182
IndiGo,Banglore,Delhi,0,21,6,16,55,3,0,19,55,4990
Jet Airways,Kolkata,Banglore,1,9,6,20,25,25,40,22,5,10539
IndiGo,Banglore,New_Delhi,0,9,3,10,5,2,55,13,0,6860
Vistara,Delhi,Cochin,0,6,3,14,55,2,55,17,50,8001
Jet Airways,Delhi,Cochin,1,27,6,22,50,20,10,19,0,10262
Vistara,Kolkata,Banglore,1,6,5,17,0,6,25,23,25,8085
IndiGo,Banglore,Delhi,0,27,6,0,25,2,50,3,15,3419
Air India,Kolkata,Banglore,2,1,5,10,0,27,45,13,45,15164
IndiGo,Kolkata,Banglore,0,24,3,17,15,2,45,20,0,6565
Jet Airways,Delhi,Cochin,2,27,3,5,25,13,25,18,50,9254
Air Asia,Kolkata,Banglore,1,6,6,6,50,3,40,10,30,6857
Air India,Kolkata,Banglore,2,12,5,7,0,18,20,1,20,12140
SpiceJet,Kolkata,Banglore,0,6,6,9,0,2,25,11,25,3841
Jet Airways,Kolkata,Banglore,1,6,5,8,25,11,25,19,50,14781
Air India,Delhi,Cochin,1,18,5,10,0,21,40,7,40,8372
Air India,Kolkata,Banglore,3,1,4,16,45,30,30,23,15,8607
Multiple carriers,Delhi,Cochin,1,24,6,10,0,11,0,21,0,13587
Jet Airways,Delhi,Cochin,1,18,5,20,55,7,30,4,25,15554
Jet Airways,Kolkata,Banglore,1,21,5,21,10,22,40,19,50,10844
IndiGo,Mumbai,Hyderabad,0,24,5,12,0,1,30,13,30,4392
Air India,Banglore,Delhi,0,27,5,17,0,2,45,19,45,6961
Air India,Delhi,Cochin,1,18,5,9,45,13,15,23,0,8907
IndiGo,Delhi,Cochin,1,15,6,8,35,13,55,22,30,6442
Jet Airways,Kolkata,Banglore,1,15,5,14,5,9,30,23,35,8586
Air India,Delhi,Cochin,2,15,5,12,55,30,20,19,15,13486
Air India,Mumbai,Hyderabad,0,6,6,19,30,1,15,20,45,3100
Jet Airways,Delhi,Cochin,2,6,3,17,55,34,30,4,25,15812
Air India,Delhi,Cochin,0,24,4,18,5,3,5,21,10,5201
IndiGo,Delhi,Cochin,2,3,3,7,35,13,45,21,20,9413
Air India,Delhi,Cochin,2,6,6,20,15,23,0,19,15,13591
Jet Airways,Mumbai,Hyderabad,0,1,6,2,55,1,25,4,20,5678
Air India,Banglore,New_Delhi,1,3,3,8,15,14,55,23,10,6781
Jet Airways,Banglore,New_Delhi,1,21,3,18,40,16,45,11,25,7832
Jet Airways,Delhi,Cochin,1,9,3,16,0,26,50,18,50,14053
Jet Airways,Kolkata,Banglore,1,9,5,20,25,13,20,9,45,10703
Multiple carriers,Delhi,Cochin,1,15,5,17,30,8,0,1,30,13727
Multiple carriers,Delhi,Cochin,1,24,6,13,0,8,0,21,0,7408
Jet Airways,Banglore,New_Delhi,1,1,3,14,5,21,20,11,25,20800
Air India,Delhi,Cochin,2,3,6,13,20,18,20,7,40,11911
Vistara,Banglore,Delhi,0,3,4,7,0,2,40,9,40,5403
Jet Airways,Kolkata,Banglore,1,6,6,9,35,9,35,19,10,13469
Jet Airways,Delhi,Cochin,2,6,6,21,25,15,10,12,35,11270
Air Asia,Delhi,Cochin,1,24,6,20,45,9,50,6,35,6152
Jet Airways,Delhi,Cochin,1,27,3,8,0,20,25,4,25,12452
Jet Airways,Kolkata,Banglore,1,15,5,16,30,23,50,16,20,10844
IndiGo,Delhi,Cochin,1,18,5,11,55,10,35,22,30,8216
Jet Airways,Kolkata,Banglore,1,12,6,6,30,13,20,19,50,13626
Multiple carriers,Delhi,Cochin,2,6,3,7,5,14,15,21,20,7084
Multiple carriers,Delhi,Cochin,1,9,5,4,55,14,20,19,15,7575
Air India,Banglore,New_Delhi,1,3,3,8,15,24,35,8,50,6781
Jet Airways,Banglore,Delhi,0,6,6,7,10,3,0,10,10,6478
SpiceJet,Mumbai,Hyderabad,0,15,3,5,45,1,20,7,5,2385
Multiple carriers,Delhi,Cochin,1,18,5,13,0,8,0,21,0,9385
GoAir,Banglore,Delhi,0,18,4,7,45,2,55,10,40,5048
IndiGo,Delhi,Cochin,1,12,6,20,25,5,5,1,30,5058
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,6,0,7,20,13,20,11269
Multiple carriers,Delhi,Cochin,1,9,4,19,0,6,30,1,30,7363
Air India,Delhi,Cochin,2,9,3,21,30,21,45,19,15,11762
Jet Airways,Delhi,Cochin,1,6,3,15,5,13,20,4,25,15764
Jet Airways,Delhi,Cochin,1,12,6,10,0,18,25,4,25,10262
Jet Airways,Delhi,Cochin,2,3,6,14,35,22,0,12,35,10919
Jet Airways,Delhi,Cochin,1,15,6,17,30,25,30,19,0,10262
Air India,Kolkata,Banglore,2,6,5,5,50,17,25,23,15,11883
SpiceJet,Kolkata,Banglore,0,21,3,22,20,2,20,0,40,3847
Jet Airways,Mumbai,Hyderabad,0,12,6,19,35,1,30,21,5,5678
Vistara,Kolkata,Banglore,1,12,5,7,10,15,30,22,40,8662
Jet Airways,Delhi,Cochin,1,27,5,14,0,14,25,4,25,12898
SpiceJet,Banglore,Delhi,0,12,5,21,10,2,55,0,5,4423
Air India,Delhi,Cochin,1,12,6,17,40,14,35,8,15,8991
SpiceJet,Delhi,Cochin,1,15,5,17,55,4,55,22,50,5409
IndiGo,Delhi,Cochin,1,27,4,8,35,7,35,16,10,6442
Air India,Kolkata,Banglore,2,24,5,12,0,9,50,21,50,9941
IndiGo,Delhi,Cochin,2,21,3,6,40,14,40,21,20,6494
Multiple carriers,Delhi,Cochin,1,24,6,17,0,8,30,1,30,7198
SpiceJet,Banglore,New_Delhi,0,9,3,5,45,2,50,8,35,7110
Jet Airways,Banglore,New_Delhi,1,12,3,18,55,14,35,9,30,11087
IndiGo,Kolkata,Banglore,0,9,5,20,20,2,35,22,55,4804
IndiGo,Banglore,Delhi,0,15,6,7,10,2,55,10,5,4823
Jet Airways,Kolkata,Banglore,1,12,5,9,35,9,35,19,10,14151
Multiple carriers,Delhi,Cochin,1,27,6,6,0,13,0,19,0,10791
Vistara,Kolkata,Banglore,1,1,4,7,10,25,55,9,5,7980
Air India,Delhi,Cochin,1,27,4,5,15,25,35,6,50,6587
Vistara,Chennai,Kolkata,0,6,5,7,5,2,15,9,20,3687
Air India,Delhi,Cochin,2,15,5,18,45,24,30,19,15,13307
Air India,Mumbai,Hyderabad,0,24,3,15,0,1,25,16,25,2050
Multiple carriers,Delhi,Cochin,1,9,5,9,0,10,0,19,0,10197
Vistara,Banglore,Delhi,0,24,6,21,0,2,50,23,50,4668
IndiGo,Banglore,Delhi,0,24,5,13,0,2,50,15,50,4990
IndiGo,Mumbai,Hyderabad,0,24,5,6,25,1,30,7,55,4049
Multiple carriers,Delhi,Cochin,1,15,6,9,0,12,0,21,0,7933
IndiGo,Mumbai,Hyderabad,0,6,5,9,10,1,30,10,40,4049
Jet Airways,Delhi,Cochin,1,27,3,7,5,21,20,4,25,6645
Jet Airways,Mumbai,Hyderabad,0,18,6,8,45,1,30,10,15,8040
Multiple carriers,Delhi,Cochin,1,21,3,13,0,12,35,1,35,8098
Jet Airways,Delhi,Cochin,1,3,6,2,15,16,45,19,0,10262
Jet Airways,Banglore,New_Delhi,1,18,3,18,40,13,0,7,40,12284
Jet Airways,Delhi,Cochin,1,3,6,15,0,28,0,19,0,10262
IndiGo,Banglore,Delhi,0,12,4,20,0,2,50,22,50,4990
Air India,Banglore,New_Delhi,2,18,3,17,25,17,10,10,35,12568
Jet Airways,Kolkata,Banglore,1,6,5,14,5,9,30,23,35,11841
Jet Airways,Delhi,Cochin,1,15,6,2,15,10,20,12,35,18371
SpiceJet,Banglore,New_Delhi,1,1,3,10,20,7,55,18,15,23267
Jet Airways,Kolkata,Banglore,1,1,5,9,35,14,0,23,35,13067
IndiGo,Chennai,Kolkata,0,21,6,22,5,2,20,0,25,5277
Air India,Delhi,Cochin,2,27,5,17,15,14,25,7,40,13879
IndiGo,Kolkata,Banglore,0,9,4,17,15,2,35,19,50,4174
Air India,Delhi,Cochin,2,9,5,19,45,23,30,19,15,10178
Jet Airways,Delhi,Cochin,2,12,6,11,45,16,40,4,25,13882
Vistara,Banglore,Delhi,0,21,5,19,30,2,45,22,15,4878
Vistara,Banglore,Delhi,0,27,6,9,45,2,50,12,35,4668
Jet Airways,Kolkata,Banglore,1,21,5,20,0,26,35,22,35,10844
Multiple carriers,Delhi,Cochin,1,27,6,8,45,12,15,21,0,7005
Jet Airways,Delhi,Cochin,1,21,5,2,15,10,20,12,35,12898
Air India,Delhi,Cochin,1,15,6,3,50,15,25,19,15,9929
Jet Airways,Delhi,Cochin,1,1,6,10,0,9,0,19,0,14714
Air India,Delhi,Cochin,0,21,4,5,10,2,50,8,0,6094
Jet Airways,Banglore,New_Delhi,1,6,3,11,40,11,20,23,0,16736
Jet Airways,Banglore,Delhi,0,3,4,11,10,2,55,14,5,7229
Multiple carriers,Delhi,Cochin,1,18,5,4,55,7,40,12,35,8882
Multiple carriers,Delhi,Cochin,1,9,5,8,0,11,0,19,0,10197
IndiGo,Kolkata,Banglore,0,12,5,20,20,2,35,22,55,4804
IndiGo,Delhi,Cochin,1,3,3,7,30,5,50,13,20,13628
Vistara,Delhi,Cochin,0,27,5,14,40,3,10,17,50,6216
Air India,Delhi,Cochin,1,21,5,5,15,25,35,6,50,7480
Air India,Kolkata,Banglore,1,12,6,10,0,6,15,16,15,11936
SpiceJet,Chennai,Kolkata,0,18,3,8,20,2,15,10,35,3859
Jet Airways,Kolkata,Banglore,1,12,5,20,0,14,5,10,5,8586
Vistara,Banglore,New_Delhi,0,1,3,21,10,2,55,0,5,21730
IndiGo,Delhi,Cochin,1,1,6,17,10,8,20,1,30,6628
Air India,Kolkata,Banglore,2,1,5,12,0,19,55,7,55,10151
Jet Airways,Kolkata,Banglore,1,21,5,17,0,21,25,14,25,11467
IndiGo,Delhi,Cochin,1,15,6,5,10,4,55,10,5,7010
Jet Airways,Banglore,Delhi,0,3,4,17,45,3,0,20,45,7229
IndiGo,Banglore,New_Delhi,0,9,3,13,10,3,0,16,10,8033
Jet Airways,Banglore,Delhi,0,18,5,11,10,2,55,14,5,7229
IndiGo,Kolkata,Banglore,1,9,6,21,0,5,15,2,15,6911
Jet Airways,Delhi,Cochin,2,27,6,20,0,23,0,19,0,14300
Air India,Kolkata,Banglore,2,9,6,7,0,18,20,1,20,13033
IndiGo,Banglore,Delhi,0,24,5,4,0,2,50,6,50,3943
SpiceJet,Banglore,New_Delhi,0,9,3,9,35,2,55,12,30,6205
IndiGo,Delhi,Cochin,1,6,3,11,30,9,30,21,0,14871
Jet Airways,Mumbai,Hyderabad,0,18,5,2,55,1,25,4,20,5678
Multiple carriers,Delhi,Cochin,1,1,6,11,30,7,45,19,15,16108
Jet Airways,Banglore,New_Delhi,1,6,3,20,35,12,55,9,30,17261
SpiceJet,Banglore,Delhi,0,12,5,5,55,2,40,8,35,3311
IndiGo,Kolkata,Banglore,0,12,4,11,30,2,35,14,5,4174
IndiGo,Banglore,Delhi,0,9,6,16,55,2,50,19,45,4823
Air India,Banglore,New_Delhi,1,9,3,22,0,15,20,13,20,8425
Jet Airways,Banglore,Delhi,0,15,5,11,10,2,55,14,5,7229
GoAir,Delhi,Cochin,1,9,6,10,35,9,0,19,35,5281
Jet Airways,Delhi,Cochin,1,9,3,8,0,20,25,4,25,17549
Multiple carriers,Delhi,Cochin,1,3,6,8,0,13,0,21,0,13797
IndiGo,Banglore,Delhi,0,12,4,8,30,2,50,11,20,4823
Air India,Delhi,Cochin,1,3,6,17,40,15,55,9,35,7258
Multiple carriers,Delhi,Cochin,1,3,3,12,50,12,45,1,35,18192
Air India,Kolkata,Banglore,2,1,5,10,0,19,25,5,25,13899
Jet Airways,Kolkata,Banglore,1,9,5,14,5,6,40,20,45,10844
Jet Airways,Kolkata,Banglore,1,12,5,9,35,24,10,9,45,14151
Multiple carriers,Delhi,Cochin,1,6,3,15,15,10,20,1,35,15147
GoAir,Banglore,Delhi,0,15,6,7,45,2,55,10,40,3898
IndiGo,Delhi,Cochin,1,15,5,5,5,11,5,16,10,6818
Jet Airways,Kolkata,Banglore,1,15,5,16,30,19,30,12,0,14781
Air Asia,Kolkata,Banglore,2,21,5,15,10,8,20,23,30,5192
Jet Airways,Delhi,Cochin,2,27,6,5,30,7,5,12,35,14441
Jet Airways,Kolkata,Banglore,1,24,5,20,25,24,40,21,5,14151
IndiGo,Kolkata,Banglore,1,18,5,19,35,3,40,23,15,4226
Air India,Delhi,Cochin,2,27,5,20,15,23,0,19,15,13381
Multiple carriers,Delhi,Cochin,1,15,6,4,55,14,5,19,0,10678
Jet Airways,Delhi,Cochin,1,27,3,11,30,7,20,18,50,12242
Jet Airways,Mumbai,Hyderabad,0,21,6,2,55,1,25,4,20,4995
Jet Airways,Delhi,Cochin,1,1,6,20,55,7,30,4,25,10262
SpiceJet,Kolkata,Banglore,0,15,4,22,20,2,20,0,40,3841
Jet Airways,Kolkata,Banglore,1,9,5,20,0,16,0,12,0,9663
IndiGo,Kolkata,Banglore,0,18,4,11,30,2,35,14,5,5224
Multiple carriers,Delhi,Cochin,1,18,5,7,5,12,10,19,15,14533
SpiceJet,Mumbai,Hyderabad,0,24,5,22,45,1,30,0,15,2017
Jet Airways,Banglore,Delhi,0,12,6,18,55,3,5,22,0,5769
Multiple carriers,Delhi,Cochin,1,21,3,10,45,8,5,18,50,11622
IndiGo,Banglore,Delhi,0,3,4,18,55,2,55,21,50,4823
Jet Airways,Banglore,New_Delhi,1,21,3,14,5,21,20,11,25,7832
Multiple carriers,Delhi,Cochin,1,24,6,7,30,11,45,19,15,9001
IndiGo,Mumbai,Hyderabad,0,27,6,12,0,1,30,13,30,2754
Jet Airways,Banglore,Delhi,0,24,5,7,10,3,0,10,10,7229
IndiGo,Delhi,Cochin,1,9,3,21,5,4,40,1,45,6937
Air India,Kolkata,Banglore,2,6,6,10,0,15,20,1,20,13033
SpiceJet,Banglore,Delhi,0,3,5,5,55,2,40,8,35,3625
Jet Airways,Delhi,Cochin,2,27,6,21,25,21,35,19,0,13292
Air India,Banglore,New_Delhi,2,12,3,8,50,25,25,10,15,12778
SpiceJet,Kolkata,Banglore,0,1,6,14,55,2,30,17,25,3841
IndiGo,Mumbai,Hyderabad,0,18,3,21,20,1,25,22,45,2227
SpiceJet,Kolkata,Banglore,1,9,5,8,35,8,40,17,15,6171
Air India,Kolkata,Banglore,2,12,5,12,0,19,55,7,55,10676
Jet Airways,Delhi,Cochin,2,24,6,19,30,17,5,12,35,13014
IndiGo,Mumbai,Hyderabad,0,18,3,2,30,1,30,4,0,2754
Air India,Delhi,Cochin,2,27,3,17,15,14,25,7,40,8367
Jet Airways,Delhi,Cochin,1,3,4,2,15,26,10,4,25,5177
SpiceJet,Kolkata,Banglore,0,18,4,17,10,2,30,19,40,4174
Multiple carriers,Delhi,Cochin,1,15,5,8,45,10,15,19,0,9794
Multiple carriers,Delhi,Cochin,1,27,5,9,45,6,25,16,10,10486
Multiple carriers,Delhi,Cochin,1,21,5,8,0,11,15,19,15,15058
IndiGo,Kolkata,Banglore,0,27,4,22,15,2,35,0,50,4804
Jet Airways,Delhi,Cochin,1,6,3,16,0,27,45,19,45,17024
GoAir,Kolkata,Banglore,1,12,5,16,40,7,35,0,15,8855
Air India,Delhi,Cochin,1,9,6,21,0,10,40,7,40,8372
